work_province,age,gender,work_title,work_type,work_contract_type,work_mode,years_experience,years_in_company,years_in_position,people_in_charge,company_size,office_days_number(hybrid),work_place_satisfaction,work_place_benefits,last_month_gross_salary,last_month_net_salary,salary_in_usd,salary_has_bonus,salary_bonus_tied_to,salary_satisfaction,platforms,programming_languages,frameworks,databases,qa_testing_tools,AI_tools_use,highest_level_studies,status,degree/specialization,university/school
Ciudad Autónoma de Buenos Aires,36,Varón Cis,Product Manager,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),5.0,0.0,0.0,0,De 1001 a 2000 personas,2,5,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Lactario en la oficina",690000.0,,No cobro mi salario en dolares,No,No recibo bono,2,"Firebase, Google Cloud Platform","Python, R, SQL",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,4,Posgrado/Especialización,Completo,Licenciatura en Publicidad,USAL - Universidad del Salvador
Ciudad Autónoma de Buenos Aires,19,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),0.0,0.0,0.0,0,De 51 a 100 personas,2,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",240000.0,180000.0,No cobro mi salario en dolares,No,No recibo bono,3,Linux,"CSS, Javascript",React.js,Ninguna de las anteriores,Ninguna de las anteriores,3,Universitario,En curso,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
Ciudad Autónoma de Buenos Aires,65,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),46.0,15.0,15.0,0,De 2 a 10 personas,1,7,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",470000.0,330000.0,No cobro mi salario en dolares,Un sueldo,Performance individual,2,"AIX, Linux, Mainframe, VMWare","Bash/Shell, Java, Perl, Python",Ninguno de los anteriores,"IBM Db2, Informix, Microsoft SQL Server, MySQL, SQLite",Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,23,Mujer Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),3.0,2.0,2.0,0,De 5001 a 10000 personas,0,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",750000.0,492000.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,4,Ninguna de las anteriores,"Java, Javascript, TypeScript","React.js, Spring","MongoDB, MySQL",Ninguna de las anteriores,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,31,Mujer Cis,Docente en Bootcamp Java,Full-Time,Staff (planta permanente),100% remoto,2.0,2.0,2.0,0,De 501 a 1000 personas,0,5,Abono de Internet,249641.0,208403.0,No cobro mi salario en dolares,No,No recibo bono,2,Ninguna de las anteriores,"Java, SQL",Spring Boot,"ElasticSearch, MariaDB, MySQL","JUnit, Postman",1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,41,Mujer Cis,HelpDesk,Full-Time,Staff (planta permanente),100% remoto,2.0,0.0,2.0,0,De 11  a 50  personas,0,8,"Abono de Internet, Capacitaciones y/o cursos",230.0,180.0,No cobro mi salario en dolares,No,al convenio de comercio,3,Amazon Web Services,Ninguno de los anteriores,"Ninguno de los anteriores, ",Ninguna de las anteriores,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,20,Varón Cis,Data Engineer,Full-Time,Staff (planta permanente),100% remoto,2.0,0.0,0.0,0,De 5001 a 10000 personas,0,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",563266.0,389875.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance individual,3,"Amazon Web Services, Windows Server","Python, SQL","Hadoop, Spark","Apache Hive, Oracle",Ninguna de las anteriores,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,37,Varón Cis,Data Scientist,Full-Time,Staff (planta permanente),100% remoto,5.0,5.0,5.0,0,De 1001 a 2000 personas,0,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1050000.0,745000.0,No cobro mi salario en dolares,No,No recibo bono,3,Amazon Web Services,"Python, R",Ninguno de los anteriores,"Microsoft SQL Server, Teradata",Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,36,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),10.0,4.0,2.0,0,De 201 a 500 personas,1,5,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",1500000.0,700000.0,Mi sueldo está dolarizado (pero cobro en moneda local),De uno a tres sueldos,Performance de la compañía,2,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Go, Groovy, Javascript, Python, TypeScript","Next.js, Node.js","MongoDB, PostgreSQL","Cypress, Jest, Mocha",5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,34,Varón Cis,SRE (Site Reliability Engineer),Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),10.0,0.0,0.0,0,De 201 a 500 personas,1,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",750000.0,540000.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance individual,4,"Amazon Web Services, Azure, Docker, Kubernetes, OpenShift, VMWare, Windows Server",.NET,.NET Core,Microsoft SQL Server,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,50,Varón Cis,VP / C-Level,Full-Time,Contractor,100% remoto,26.0,0.0,0.0,30,De 11  a 50  personas,0,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4800000.0,4800000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Google Cloud Platform, Serverless","Dart, Go, HTML, Java, Javascript, Python","Bootstrap, Flask, Flutter, Hibernate, Next.js, Node.js, React.js, Spark, Spring, Vue.js","Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, MySQL, PostgreSQL, Redis","Jest, JUnit, Selenium",2,Maestría,En curso,Ingeniería Electrónica,UNLP - Universidad Nacional de La Plata
Ciudad Autónoma de Buenos Aires,28,Varón Cis,Business Analyst,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),6.0,8.0,2.0,12,Más de 10000 personas,1,7,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online",510000.0,410000.0,No cobro mi salario en dolares,No,No recibo bono,2,"SAS,Power Bi, Looker",SQL,Ninguno de los anteriores,"Apache Hive, HANA, Microsoft SQL Server, MongoDB, MySQL, Oracle, SQLite, Teradata",Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,30,Varón Trans,Developer,Full-Time,Staff (planta permanente),100% remoto,4.0,1.0,1.0,1,De 2001a 5000 personas,0,5,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",674000.0,430000.0,Mi sueldo está dolarizado (pero cobro en moneda local),Menos de un sueldo,Performance de la compañía,1,Amazon Web Services,"Kotlin, TypeScript",Node.js,"Amazon DynamoDB, Amazon RDS/Aurora",Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,37,Varón Cis,HelpDesk,Full-Time,Staff (planta permanente),100% presencial,2.0,2.0,2.0,0,De 11  a 50  personas,0,6,Descuento en gimnasios / Clases de gimnasia online,195000.0,195000.0,No cobro mi salario en dolares,No,No recibo bono,3,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,0,Secundario,Completo,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,26,Varón Cis,Business Analyst,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),2.0,1.0,1.0,0,De 2001a 5000 personas,3,6,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",432900.0,359307.0,Mi sueldo está dolarizado (pero cobro en moneda local),De uno a tres sueldos,Performance individual,3,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,0,Universitario,En curso,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa
Ciudad Autónoma de Buenos Aires,36,Varón Cis,Todologo,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),14.0,8.0,6.0,3,De 201 a 500 personas,4,7,"Abono de celular, Horarios flexibles",534000.0,423000.0,No cobro mi salario en dolares,Un sueldo,Mix de las anteriores,3,"Amazon Web Services, Linux, Windows Server",".NET, C#, Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MongoDB, MySQL, Oracle",Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,34,Varón Cis,SysAdmin,Full-Time,Freelance,Híbrido (presencial y remoto),5.0,10.0,5.0,2,De 2 a 10 personas,1,8,"Vacaciones flexibles (adicionales a las reglamentarias), Ninguna de las anteriores",550000.0,500000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux, VMWare, Windows Server",Ninguno de los anteriores,WordPress,"MariaDB, Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,39,Mujer Cis,Designer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),16.0,9.0,2.0,1,De 51 a 100 personas,2,0,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Obra social ",450000.0,350000.0,No cobro mi salario en dolares,No,No recibo bono,3,Ninguna de las anteriores,"CSS, HTML","Bootstrap, jQuery",Microsoft SQL Server,Visual Studio Coded UI,4,Universitario,Completo,Diseño Gráfico,UBA - Universidad de Buenos Aires
Ciudad Autónoma de Buenos Aires,25,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),2.0,2.0,0.0,0,De 201 a 500 personas,1,7,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",871000.0,500000.0,No cobro mi salario en dolares,De uno a tres sueldos,Mix de las anteriores,2,"Amazon Web Services, Docker, Serverless","Go, Groovy",Ninguno de los anteriores,"Amazon DynamoDB, MySQL, Oracle",Postman,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,30,Varón Cis,Developer,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100% remoto,1.0,1.0,1.0,0,De 501 a 1000 personas,0,9,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",305000.0,263000.0,No cobro mi salario en dolares,No,No recibo bono,3,"Amazon Web Services, Google Cloud Platform","CSS, HTML, Java, Javascript","Angular, Hibernate, Node.js, React.js, Spring","Microsoft SQL Server, MySQL","Postman, SoapUI",3,Secundario,Completo,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,27,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),2.0,2.0,6.0,2,De 5001 a 10000 personas,2,7,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",815000.0,555000.0,No cobro mi salario en dolares,Un sueldo,Performance individual,3,"Azure, Windows Server","Python, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,48,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),15.0,5.0,1.0,0,Más de 10000 personas,3,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",1920000.0,1391000.0,No cobro mi salario en dolares,3+ sueldos,Mix de las anteriores,4,Kubernetes,"CSS, HTML, Javascript, Python, TypeScript","Django, Flask, Node.js, React.js","MongoDB, Oracle",Jest,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,30,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),7.0,1.5,0.5,0,De 101 a 200 personas,1,9,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",850000.0,600000.0,No cobro mi salario en dolares,No,No recibo bono,3,"Amazon Web Services, Linux","Bash/Shell, HTML, Javascript, PHP, Python, SQL","Flask, jQuery, React.js","MySQL, Redis, SQLite","PHPUnit, Postman, pytest",1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Ciudad Autónoma de Buenos Aires,24,Mujer Cis,Developer,Full-Time,Contractor,100% remoto,2.0,2.0,1.0,0,De 101 a 200 personas,0,7,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",315000.0,315000.0,Cobro todo el salario en dólares,No,No recibo bono,2,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, SQL","Node.js, WordPress",Ninguna de las anteriores,Ninguna de las anteriores,1,Terciario,En curso,Analista de Sistemas,
Ciudad Autónoma de Buenos Aires,43,Mujer Cis,BI Analyst / Data Analyst,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),3.0,13.0,4.0,0,Más de 10000 personas,1,5,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Viáticos",365400.0,285600.0,No cobro mi salario en dolares,Un sueldo,Sindicato (CCT),3,"Google Cloud Platform, SAS Guide, Sql, Looker Studio, ",SQL,Teradata,"Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,0,Universitario,Completo,Licenciatura en Administración,UBA - Universidad de Buenos Aires
Ciudad Autónoma de Buenos Aires,29,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),7.0,2.0,2.0,0,Más de 10000 personas,2,8,Ninguna de las anteriores,420.0,340.2,No cobro mi salario en dolares,No,No recibo bono,2,Ninguna de las anteriores,"CSS, HTML, Javascript, PHP, SQL","Node.js, React.js, WordPress",PostgreSQL,Ninguna de las anteriores,4,Universitario,En curso,Diseño Multimedial,Universidad Maimónides
Ciudad Autónoma de Buenos Aires,26,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),4.0,2.0,2.0,0,De 51 a 100 personas,1,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",600000.0,540000.0,Mi sueldo está dolarizado (pero cobro en moneda local),No,No recibo bono,4,"Amazon Web Services, Docker, Linux, Serverless","Javascript, PHP, Python, SQL","Django, React.js, Symfony, Serverless","Amazon DynamoDB, MongoDB, MySQL",Postman,2,Universitario,En curso,Licenciatura en Sistemas de Información,UNLP - Universidad Nacional de La Plata
Ciudad Autónoma de Buenos Aires,33,Queer,Project Manager,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),5.0,2.0,2.0,0,De 501 a 1000 personas,1,5,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",399.561,334.637,No cobro mi salario en dolares,No,No recibo bono,2,"Ninguna de las anteriores, Adobe experience manager",Javascript,"Bootstrap, jQuery",Ninguna de las anteriores,Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
